gameId,playId,nflId,teamAbbr,hadRushAttempt,rushingYards,hadDropback,passingYards,sackYardsAsOffense,hadPassReception,receivingYards,wasTargettedReceiver,yardageGainedAfterTheCatch,fumbles,fumbleLost,fumbleOutOfBounds,assistedTackle,forcedFumbleAsDefense,halfSackYardsAsDefense,passDefensed,quarterbackHit,sackYardsAsDefense,safetyAsDefense,soloTackle,tackleAssist,tackleForALoss,tackleForALossYardage,hadInterception,interceptionYards,fumbleRecoveries,fumbleRecoveryYards,penaltyYards,penaltyNames,wasInitialPassRusher,causedPressure,timeToPressureAsPassRusher,getOffTimeAsPassRusher,inMotionAtBallSnap,shiftSinceLineset,motionSinceLineset,wasRunningRoute,routeRan,blockedPlayerNFLId1,blockedPlayerNFLId2,blockedPlayerNFLId3,pressureAllowedAsBlocker,timeToPressureAllowedAsBlocker,pff_defensiveCoverageAssignment,pff_primaryDefensiveCoverageMatchupNflId,pff_secondaryDefensiveCoverageMatchupNflId,last_motion_frameId,snap_frameId,snap_motion_gap,init_rel_y_dis,end_rel_y_dis,overall_y_change,init_rel_x_dis,end_rel_x_dis,overall_x_change,motion_s_avg,frames_in_motion,y_reverse_loc,y_reverse_bool,x_dis_travel_pos,x_dis_travel_neg,y_dis_travel_pos,y_dis_travel_neg,y_std_t_min,y_std_t_max,init_y_std,end_y_std,init_tackle_dis,end_tackle_dis,y_flipped,swapped_y_dir,position,swapped_side,motion_label
2022090800,80,47857,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,87,88,0,983,201,782,-244,-649,405,341.95348837209303,43,984.0,1,2,411,288,1071,8732,9412,8062,8846,670,-114,1,1,RB,0,15
2022090800,101,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,105,106,0,2,-320,322,-475,-256,-219,234.14705882352945,34,-532.0,1,240,28,211,539,8720,9395,9036,9367,-316,-28,1,1,FB,1,7
2022090800,191,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,71,112,40,554,613,-59,-221,-146,-75,120.88888888888889,9,614.0,0,76,6,71,4,9321,9955,9081,9024,240,297,1,0,FB,0,11
2022090800,236,52536,BUF,0,0,0,0,0,1,26,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CORNER,,,,,,,,,92,93,0,1082,582,500,-151,-117,-34,230.3,20,582.0,0,31,12,0,474,9347,9481,7991,8472,1356,875,1,0,WR,0,0
2022090800,299,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,,,,,,,,,,,112,153,40,12,-469,481,-264,-116,-148,175.2058823529412,34,-481.0,0,178,47,24,514,2071,2703,2381,1898,-310,173,0,0,TE,1,7
2022090800,299,53678,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,,,,,,,,,,,112,153,40,1021,529,492,-260,-210,-50,137.52631578947367,38,522.0,0,54,26,10,517,2071,2703,3390,2896,687,193,0,0,WR,0,9
2022090800,343,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,115,116,0,1243,828,415,-195,-202,7,251.76470588235293,17,1250.0,1,14,30,15,421,2655,3261,1701,2117,954,538,1,0,WR,0,0
2022090800,364,44881,LA,0,0,0,0,0,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,CORNER,,,,,,,,,119,159,39,41,-1463,1504,-897,-208,-689,287.44642857142856,56,42.0,1,680,15,2,1513,2654,3239,2969,1466,-270,1188,0,0,WR,1,21
2022090800,393,47853,LA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,135,166,30,1552,-213,1765,-121,-541,420,335.57142857142856,56,-214.0,0,86,514,11,1767,2083,2706,818,2585,1265,-121,1,0,RB,1,15
2022090800,438,53678,LA,0,0,0,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,64,65,0,929,391,538,-242,-354,112,359.1875,16,938.0,1,2,120,19,543,2054,2698,1458,1988,596,66,1,0,WR,0,16
2022090800,550,42489,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,HITCH,,,,,,,,,117,118,0,1478,932,546,-162,-167,5,183.41379310344828,29,932.0,0,43,51,0,546,8749,9415,7581,8128,1168,621,1,0,WR,0,0
2022090800,617,44985,BUF,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,GO,,,,,,,,,129,130,0,653,-212,865,-217,-250,33,431.75,20,655.0,1,2,48,15,866,9332,9970,8985,9847,347,-123,1,0,WR,1,5
2022090800,721,42448,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,138,175,36,814,1115,-301,-152,-149,-3,100.27450980392156,51,813.0,1,97,87,408,118,8745,9454,9858,10161,404,707,0,1,WR,0,20
2022090800,721,44985,BUF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,SLANT,,,,,,,,,152,175,22,1217,-1732,2949,-130,-163,33,457.32307692307694,65,1216.0,1,224,249,12,2965,8745,9454,10261,7314,807,1431,0,0,WR,1,2
2022090800,721,47857,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,,,,,,,,,,,142,175,32,242,-302,544,-502,-482,-20,100.83928571428572,56,-301.0,0,106,85,8,536,8745,9454,8802,9348,-57,-106,1,0,RB,1,10
2022090800,896,54528,BUF,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,79,110,30,684,212,472,-348,-480,132,264.4,20,199.0,0,4,142,12,493,2075,2683,3061,2589,378,-94,0,0,RB,0,4
2022090800,933,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,90,129,38,355,433,-78,-188,-95,-93,120.14285714285714,14,371.0,0,109,13,109,36,9327,9967,9989,10062,22,95,0,1,TE,0,22
2022090800,933,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,128,129,0,1199,359,840,-227,-361,134,480.8888888888889,18,1199.0,1,4,131,9,835,9327,9967,8435,9270,892,57,1,0,WR,0,16
2022090800,1030,44985,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,185,186,0,697,315,382,-203,-264,61,358.7837837837838,37,698.0,1,16,89,459,852,2058,2725,3066,2677,341,-48,0,1,WR,0,3
2022090800,1102,42818,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,POST,,,,,,,,,132,223,90,1934,875,1059,-28,-77,49,227.5,46,1931.0,1,17,99,14,1055,2654,3332,1031,2094,1623,560,1,0,WR,0,9
2022090800,1102,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,HITCH,,,,,,,,,127,223,95,588,828,-240,-70,-38,-32,114.765625,64,408.0,1,197,187,434,200,2654,3332,3553,3797,221,465,0,1,TE,0,20
2022090800,1102,52494,BUF,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,FLAT,,,,,,,,,117,223,105,256,374,-118,-454,-450,-4,86.9375,16,258.0,1,6,30,155,47,2654,3332,3221,3343,-111,11,0,1,RB,0,10
2022090800,1102,52536,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,SLANT,,,,,,,,,134,223,88,1238,1924,-686,-65,12,-77,161.02325581395348,43,1238.0,1,128,75,701,10,2654,3332,1727,1045,927,1609,1,0,WR,0,13
2022090800,1187,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,80,125,44,342,-440,782,-214,-154,-60,260.59375,32,314.0,1,104,53,24,791,8732,9371,8701,9478,31,107,1,0,TE,1,12
2022090800,1230,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,IN,,,,,,,,,105,132,26,307,1491,-1184,-744,-236,-508,321.3170731707317,41,345.0,1,512,3,1191,5,8765,9344,9344,10531,0,1187,0,0,WR,0,18
2022090800,1334,41290,LA,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,HITCH,,,,,,,,,54,84,29,1067,1509,-442,-191,-62,-129,182.03846153846155,26,1093.0,1,124,8,441,4,9336,9937,10696,11140,759,1203,0,0,WR,0,23
2022090800,1334,47853,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,73,84,10,216,581,-365,-392,-191,-201,142.0,41,199.0,1,299,106,381,17,9336,9937,9845,10212,-92,275,0,0,RB,0,6
2022090800,1385,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,127,168,40,857,464,393,-192,-164,-28,101.33333333333331,39,854.0,1,64,42,5,390,8765,9363,8172,8563,593,202,1,0,WR,0,11
2022090800,1757,53678,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,111,112,0,984,552,432,-264,-394,130,245.26315789473685,19,986.0,1,6,146,30,450,8782,9387,8075,8502,707,280,1,0,WR,0,16
2022090800,1836,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,90,140,49,449,528,-79,-205,-170,-35,132.25,8,533.0,0,42,7,92,8,9017,9640,8856,8778,161,239,1,0,TE,0,11
2022090800,1991,41290,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,110,170,59,793,1459,-666,-146,-92,-54,189.17142857142855,35,1464.0,0,61,32,677,4,2085,2677,1577,911,508,1174,1,0,WR,0,13
2022090800,1991,44881,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,IN,,,,,,,,,106,170,63,1170,1313,-143,-213,-213,0,72.5,16,1169.0,1,3,28,155,26,2085,2677,3540,3683,863,1006,0,0,WR,0,13
2022090800,1991,47853,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,44976.0,,,0.0,,,,,150,170,19,1573,68,1505,-73,-175,102,261.3235294117647,68,165.0,0,308,421,13,1509,2085,2677,797,2302,1288,-217,1,0,RB,0,15
2022090800,2093,54528,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,86,133,46,163,-270,433,-509,-457,-52,164.0625,32,192.0,1,98,48,37,467,9333,9991,9476,9915,-143,-76,1,0,RB,1,10
2022090800,2163,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,110,111,0,468,125,343,-234,-255,21,321.1818181818182,11,469.0,1,2,35,15,353,9338,9981,9171,9518,167,-180,1,0,FB,0,14
2022090800,2184,42489,BUF,0,0,0,0,0,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,HITCH,,,,,,,,,130,141,10,564,-1540,2104,-212,-95,-117,314.02985074626866,67,530.0,1,109,13,1,2099,9338,9988,9083,11183,255,1195,1,0,WR,1,2
2022090800,2208,47857,BUF,0,0,0,0,0,1,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,FLAT,,,,,,,,,127,128,0,219,-128,347,-610,-616,6,306.8181818181818,11,204.0,1,2,15,3,344,8750,9415,8832,9181,-82,-234,1,0,RB,1,1
2022090800,2288,53678,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,128,129,0,718,365,353,-200,-312,112,363.9090909090909,11,724.0,1,13,139,19,360,2688,3306,2238,2591,450,97,1,0,WR,0,16
2022090800,2360,43399,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,,,,,,,,,,,139,140,0,447,441,6,-135,-126,-9,17.0,2,450.0,0,4,1,6,7,2662,3290,2501,2506,161,156,1,1,TE,0,22
2022090800,2381,47853,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,0,1,1.0,FLAT,,,,,,,,,31,50,18,547,547,0,-204,-209,5,32.0,1,545.0,0,2,6,9,7,2094,2708,1832,1830,262,264,1,1,RB,0,22
2022090800,2464,42489,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,110,111,0,746,-525,1271,-229,-214,-15,385.3030303030303,33,746.0,1,9,29,3,1272,8734,9404,8296,9567,438,163,1,0,WR,1,5
2022090800,2506,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,104,105,0,436,207,229,-255,-257,2,236.9090909090909,11,451.0,1,24,28,17,241,9350,9979,9193,9425,157,-75,1,0,FB,0,14
2022090800,2527,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,GO,,,,,,,,,113,114,0,484,-524,1008,-275,-250,-25,484.7619047619048,21,485.0,1,34,16,3,1006,9315,9980,9120,10128,195,148,1,0,TE,1,5
2022090800,2551,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,108,109,0,12,91,-79,-465,-458,-7,107.71428571428572,7,12.0,0,4,0,76,1,9349,9955,9650,9730,-301,-225,0,0,FB,0,17
2022090800,2572,53079,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,CROSS,,,,,,,,,126,127,0,1511,931,580,-214,-193,-21,250.8695652173913,23,1511.0,1,15,4,2,585,9312,9954,11131,10551,1177,597,0,0,FB,0,0
2022090800,2688,42489,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,1.0,SLANT,,,,,,,,,115,116,0,1531,865,666,-174,-210,36,220.63333333333333,30,1533.0,1,19,57,1,668,2059,2704,844,1512,1215,547,1,0,WR,0,0
2022090800,2712,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,94,95,0,509,543,-34,-126,-114,-12,24.571428571428573,7,510.0,0,26,24,54,34,2062,2717,2870,2903,153,186,0,1,TE,0,22
2022090800,2755,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,0,1,,,,,,,,,,,126,127,0,1529,900,629,-145,-132,-13,262.25,24,1526.0,1,54,57,2,635,2056,2744,3911,3279,1167,535,0,0,TE,0,0
2022090800,2934,42489,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,94,107,12,1104,-1461,2565,-180,-60,-120,336.5584415584416,77,1101.0,1,287,176,2,2553,2667,3324,1864,4425,803,1101,1,0,WR,1,2
2022090800,2934,44985,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,HITCH,,,,,,,,,64,107,42,739,976,-237,-157,-153,-4,119.52631578947368,19,738.0,1,8,20,250,4,2667,3324,2229,1988,438,679,1,0,WR,0,13
2022090800,2934,47879,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,0,1,1,1.0,ANGLE,,,,,,,,,101,107,5,518,257,261,-122,-391,269,92.71428571428572,49,519.0,1,18,300,35,311,2667,3324,3486,3221,162,-103,0,0,TE,0,4
